Team,Statistic,Median of Statistic,Mean of Statistic,Std of Statistic
Ipswich Town,Progressive passing distance,4256.5,6181.133333333333,5623.926489030861
Leicester City,Progressive passing distance,6483.0,8183.423076923077,6619.331338877528
Liverpool,Progressive passing distance,11124.0,13712.952380952382,11314.636509743434
Manchester City,Progressive passing distance,10078.0,12871.28,9746.228939612147
Manchester Utd,Progressive passing distance,3685.5,8413.766666666666,8136.406631598045
Newcastle Utd,Progressive passing distance,6849.0,10418.652173913044,9383.7411206284
Nott'ham Forest,Progressive passing distance,7812.0,7899.772727272727,6284.448764945163
Southampton,Progressive passing distance,4218.0,8476.620689655172,8576.582746116615
Tottenham,Progressive passing distance,10567.0,9644.851851851852,6442.942941423488
West Ham,Progressive passing distance,8610.0,9381.76,7369.592759440646
Wolves,Progressive passing distance,9479.0,9615.91304347826,6491.217324641906
Arsenal,Short pass completion,91.75,90.88636363636364,4.6746831269790174
Aston Villa,Short pass completion,91.45,89.95,5.606841059515304
Bournemouth,Short pass completion,88.0,86.84347826086957,7.089930509145059
Brentford,Short pass completion,87.7,86.79523809523809,7.6692552565732335
Brighton,Short pass completion,90.3,89.22142857142856,6.4840177955097245
Chelsea,Short pass completion,91.55,90.83461538461538,5.665187891513738
Crystal Palace,Short pass completion,84.5,84.29047619047618,6.461880899699773
Everton,Short pass completion,87.35,86.0,8.141252974819045
Fulham,Short pass completion,89.8,88.44761904761906,6.630205053210574
Ipswich Town,Short pass completion,87.0,87.05,7.408557493731895
Leicester City,Short pass completion,90.35,89.30000000000001,7.299534231716433
Liverpool,Short pass completion,91.7,91.29523809523809,5.919837513857637
Manchester City,Short pass completion,94.4,92.12799999999999,6.126072695183
Manchester Utd,Short pass completion,90.9,90.26,4.877859903828657
Newcastle Utd,Short pass completion,88.6,87.73478260869565,7.614078389622749
Nott'ham Forest,Short pass completion,88.05000000000001,86.39090909090909,7.896346900453042
Southampton,Short pass completion,90.9,89.59655172413794,7.081892541576959
Tottenham,Short pass completion,91.0,89.21111111111111,6.897509769883698
West Ham,Short pass completion,89.7,88.676,6.967859546996236
Wolves,Short pass completion,90.4,88.33043478260869,6.924688032527248
Arsenal,Medium pass completion,86.3,84.95454545454545,7.859463647805034
Aston Villa,Medium pass completion,86.45,86.05714285714285,8.462659969336697
Bournemouth,Medium pass completion,78.3,81.62173913043478,10.801807783116638
Brentford,Medium pass completion,79.9,82.28571428571429,9.731355800415773
Brighton,Medium pass completion,82.1,81.31785714285715,10.591962486346397
Chelsea,Medium pass completion,89.9,88.03461538461539,7.142993339360875
Crystal Palace,Medium pass completion,81.1,79.82380952380952,10.531709489057546
Everton,Medium pass completion,83.19999999999999,80.83181818181818,12.658495598708042
Fulham,Medium pass completion,83.8,83.9,9.062229306302065
Ipswich Town,Medium pass completion,84.6,82.00333333333333,10.852092864522945
Leicester City,Medium pass completion,83.0,84.11923076923077,9.495262786495978
Liverpool,Medium pass completion,88.3,86.79047619047618,9.57365681241524
Manchester City,Medium pass completion,91.9,89.516,7.833990043394236
Manchester Utd,Medium pass completion,86.55,84.87333333333332,8.86391107470229
Newcastle Utd,Medium pass completion,86.8,85.29565217391304,11.200262913345526
Nott'ham Forest,Medium pass completion,81.65,78.1590909090909,12.065048263906348
Southampton,Medium pass completion,89.5,85.36206896551724,10.849009625408982
Tottenham,Medium pass completion,89.8,84.44074074074075,11.116178758882485
West Ham,Medium pass completion,85.6,83.25200000000001,10.62470078010043
Wolves,Medium pass completion,86.5,84.84347826086957,9.379563184583642
Arsenal,Long pass completion,53.349999999999994,55.31818181818182,9.762495600322717
Aston Villa,Long pass completion,53.9,54.98571428571428,14.953476352556121
Bournemouth,Long pass completion,47.8,46.660869565217396,17.887546178847316
Brentford,Long pass completion,55.0,54.84285714285714,13.492574677524352
Brighton,Long pass completion,52.55,55.91428571428571,13.157358574428404
Chelsea,Long pass completion,57.0,56.473076923076924,17.845011800328017
Crystal Palace,Long pass completion,46.7,49.957142857142856,18.586623454209516
Everton,Long pass completion,59.0,59.23181818181818,17.516207090078346
Fulham,Long pass completion,56.4,58.38571428571428,13.69982794469645
Ipswich Town,Long pass completion,50.0,49.11785714285714,13.689738075340545
Leicester City,Long pass completion,54.1,57.4076923076923,19.48658868200226
Liverpool,Long pass completion,60.8,60.27619047619047,15.250308349731972
Manchester City,Long pass completion,64.3,59.776,12.408843620579638
Manchester Utd,Long pass completion,54.85,57.906666666666666,18.43607657665345
Newcastle Utd,Long pass completion,52.3,54.26190476190476,12.648931820137074
Nott'ham Forest,Long pass completion,47.3,45.92727272727273,15.69519737942855
Southampton,Long pass completion,55.25,53.69642857142857,17.126943947905854
Tottenham,Long pass completion,55.6,54.42962962962962,14.817604260183089
West Ham,Long pass completion,53.7,54.144,15.906159184416584
Wolves,Long pass completion,56.0,52.45217391304348,15.721781924370731
Arsenal,Key passes,10.0,17.5,17.781076082922166
Aston Villa,Key passes,6.5,12.178571428571429,14.946952052554918
Bournemouth,Key passes,11.0,17.782608695652176,16.55831711293899
Brentford,Key passes,9.0,14.523809523809524,17.53744293681108
Brighton,Key passes,11.5,12.035714285714286,10.01658677304852
Chelsea,Key passes,6.5,16.884615384615383,21.79968242535092
Crystal Palace,Key passes,9.0,16.142857142857142,16.227401869324968
Everton,Key passes,8.0,11.863636363636363,10.08674497756458
Fulham,Key passes,9.5,15.727272727272727,17.414230136741942
Ipswich Town,Key passes,4.0,8.133333333333333,11.147083531774928
Leicester City,Key passes,6.0,8.538461538461538,9.403109142111536
Liverpool,Key passes,12.0,22.428571428571427,22.809146035245224
Manchester City,Key passes,9.0,17.24,16.845573107891976
Manchester Utd,Key passes,6.0,12.2,17.307363392100104
Newcastle Utd,Key passes,8.0,15.826086956521738,16.58765196248277
Nott'ham Forest,Key passes,12.5,14.636363636363637,14.955634245026044
Southampton,Key passes,5.0,8.827586206896552,9.449372486789198
Tottenham,Key passes,7.0,13.518518518518519,17.690437161120887
West Ham,Key passes,9.0,12.2,12.382783747337808
Wolves,Key passes,10.0,12.391304347826088,12.478123148625075
Arsenal,Pass in to final third,40.5,58.09090909090909,52.91854395551993
Aston Villa,Pass in to final third,23.5,38.392857142857146,46.64312047698661
Bournemouth,Pass in to final third,37.0,48.21739130434783,47.725499684739844
Brentford,Pass in to final third,42.0,48.095238095238095,40.919316663288456
Brighton,Pass in to final third,23.0,38.642857142857146,48.632571226771304
Chelsea,Pass in to final third,26.5,53.15384615384615,58.83923337888917
Crystal Palace,Pass in to final third,27.0,38.714285714285715,32.31120990792956
Everton,Pass in to final third,36.5,41.36363636363637,35.43679209192381
Fulham,Pass in to final third,39.5,48.59090909090909,42.014350259234384
Ipswich Town,Pass in to final third,18.0,26.066666666666666,29.010026011629193
Leicester City,Pass in to final third,24.0,33.96153846153846,32.362300003838754
Liverpool,Pass in to final third,41.0,69.57142857142857,71.30748307756447
Manchester City,Pass in to final third,42.0,62.0,64.94548996402034
Manchester Utd,Pass in to final third,18.0,33.93333333333333,39.777773496864
Newcastle Utd,Pass in to final third,26.0,45.608695652173914,48.60764916463511
Nott'ham Forest,Pass in to final third,32.5,41.90909090909091,38.21855581596469
Southampton,Pass in to final third,13.0,32.241379310344826,39.48386213958974
Tottenham,Pass in to final third,39.0,45.111111111111114,39.490342863631604
West Ham,Pass in to final third,37.0,39.32,33.53445988829998
Wolves,Pass in to final third,26.0,39.26086956521739,33.25414176706462
Arsenal,Pass in to penalty are,9.0,18.272727272727273,18.49371017447056
Aston Villa,Pass in to penalty are,7.5,10.75,12.70935788219758
Bournemouth,Pass in to penalty are,7.0,13.217391304347826,13.869379358661526
Brentford,Pass in to penalty are,7.0,14.0,18.700267377767624
Brighton,Pass in to penalty are,7.5,11.035714285714286,10.450880320379689
Chelsea,Pass in to penalty are,4.0,12.807692307692308,17.11611925821792
Crystal Palace,Pass in to penalty are,4.0,11.952380952380953,12.749416419884444
Everton,Pass in to penalty are,8.0,10.090909090909092,10.290583263163654
Fulham,Pass in to penalty are,6.0,12.954545454545455,19.24399046017143
Ipswich Town,Pass in to penalty are,3.5,4.866666666666666,5.992715884985781
Leicester City,Pass in to penalty are,4.5,7.230769230769231,8.529045397030982
Liverpool,Pass in to penalty are,8.0,19.047619047619047,23.236772991265788
Manchester City,Pass in to penalty are,11.0,15.88,16.20267467632016
Manchester Utd,Pass in to penalty are,5.0,9.933333333333334,14.694435572066359
Newcastle Utd,Pass in to penalty are,8.0,15.478260869565217,18.7734570004311
Nott'ham Forest,Pass in to penalty are,7.0,10.045454545454545,10.643474516507744
Southampton,Pass in to penalty are,5.0,7.0,7.764387566686396
Tottenham,Pass in to penalty are,8.0,13.37037037037037,16.63903692698438
West Ham,Pass in to penalty are,4.0,10.0,12.69514342836136
Wolves,Pass in to penalty are,4.0,10.826086956521738,12.68016408666789
Arsenal,CrsPA,1.5,3.0,3.625307868699863
Aston Villa,CrsPA,0.0,2.0714285714285716,3.877079575111405
Bournemouth,CrsPA,2.0,4.043478260869565,5.530726245831023
Brentford,CrsPA,2.0,3.9047619047619047,5.271667306505238
Brighton,CrsPA,1.0,2.857142857142857,3.8172540616821116
Chelsea,CrsPA,0.0,2.769230769230769,5.472167338871809
Crystal Palace,CrsPA,1.0,3.0476190476190474,4.375799246722711
Everton,CrsPA,1.0,3.727272727272727,5.391190505346205
Fulham,CrsPA,1.0,4.2272727272727275,7.322059417442206
Ipswich Town,CrsPA,0.0,1.4,2.835732587947042
Leicester City,CrsPA,0.5,2.1923076923076925,3.9295723000777656
Liverpool,CrsPA,1.0,3.7142857142857144,5.959386353835915
Manchester City,CrsPA,1.0,2.32,3.171750305430741
Manchester Utd,CrsPA,1.0,2.2,2.9290459786127605
Newcastle Utd,CrsPA,0.0,2.8260869565217392,4.657859183564167
Nott'ham Forest,CrsPA,1.0,2.590909090909091,3.5275661501555065
Southampton,CrsPA,1.0,1.8620689655172413,2.6011554840525677
Tottenham,CrsPA,1.0,3.037037037037037,5.117702921319602
West Ham,CrsPA,1.0,2.6,3.5823642100341124
Wolves,CrsPA,1.0,2.782608695652174,3.4896798725167066
Arsenal,PrgP_y,56.5,77.0,62.4431169717116
Aston Villa,PrgP_y,34.0,44.464285714285715,48.031226064391454
Bournemouth,PrgP_y,43.0,58.47826086956522,52.052307227893714
Brentford,PrgP_y,52.0,58.285714285714285,54.4941674467487
Brighton,PrgP_y,40.0,50.07142857142857,50.019202661784156
Chelsea,PrgP_y,33.0,57.42307692307692,63.04485582625949
Crystal Palace,PrgP_y,47.0,50.142857142857146,39.5047917527554
Everton,PrgP_y,38.5,42.09090909090909,36.277907603479285
Fulham,PrgP_y,49.0,59.13636363636363,51.724817157305736
Ipswich Town,PrgP_y,20.0,27.466666666666665,25.937236357890125
Leicester City,PrgP_y,30.0,37.42307692307692,35.780635071974984
Liverpool,PrgP_y,71.0,83.95238095238095,68.39990949590225
Manchester City,PrgP_y,64.0,70.28,60.42179518462964
Manchester Utd,PrgP_y,22.0,43.2,55.750923913791596
Newcastle Utd,PrgP_y,59.0,63.17391304347826,62.65029360296366
Nott'ham Forest,PrgP_y,41.5,47.36363636363637,43.334299023538755
Southampton,PrgP_y,24.0,36.44827586206897,39.45755966577666
Tottenham,PrgP_y,49.0,56.925925925925924,47.133138698083364
West Ham,PrgP_y,31.0,45.0,41.31182235954577
Wolves,PrgP_y,31.0,45.91304347826087,41.09845500688036
Arsenal,SCA,2.24,2.4499999999999997,1.4035600993120858
Aston Villa,SCA,1.825,2.007857142857143,1.2171197243001293
Bournemouth,SCA,2.35,2.5721739130434784,1.868110266654366
Brentford,SCA,1.72,1.8747619047619046,1.1583161012764134
Brighton,SCA,2.8099999999999996,2.4725,1.184919515941593
Chelsea,SCA,1.72,2.3473076923076923,1.6541283086684844
Crystal Palace,SCA,2.0,2.206666666666667,1.5029781546427523
Everton,SCA,1.76,2.106818181818182,1.819236852988837
Fulham,SCA,1.995,2.2736363636363635,1.6764547213988314
Ipswich Town,SCA,1.35,1.5076666666666665,1.2285193873348
Leicester City,SCA,1.325,1.4434615384615386,1.128333079574262
Liverpool,SCA,2.54,2.6233333333333335,1.506068834194949
Manchester City,SCA,2.08,2.3836,1.746314881877454
Manchester Utd,SCA,1.83,2.1653333333333333,1.4409856141647925
Newcastle Utd,SCA,1.89,2.063913043478261,1.3870922468191402
Nott'ham Forest,SCA,1.755,1.9177272727272727,1.2906880107622993
Southampton,SCA,1.37,1.4058620689655172,0.8520585042010207
Tottenham,SCA,1.57,1.9548148148148148,1.5125789753580328
West Ham,SCA,2.31,2.1908,1.4840426768346882
Wolves,SCA,1.71,1.7804347826086957,1.060662221362714
Arsenal,SCA90,21.0,29.954545454545453,24.27123963857375
Aston Villa,SCA90,15.5,20.607142857142858,20.962646294839296
Bournemouth,SCA90,25.0,30.91304347826087,26.362702723007367
Brentford,SCA90,19.0,25.047619047619047,25.652438851844458
Brighton,SCA90,18.5,22.321428571428573,17.469663804411162
Chelsea,SCA90,12.0,30.076923076923077,35.14646278295792
Crystal Palace,SCA90,21.0,27.095238095238095,24.408819639435176
Everton,SCA90,15.5,21.363636363636363,15.425845518373052
Fulham,SCA90,22.5,27.454545454545453,26.211097745452115
Ipswich Town,SCA90,11.5,13.066666666666666,13.051445509408431
Leicester City,SCA90,9.0,14.5,13.588966112254457
Liverpool,SCA90,25.0,38.80952380952381,33.83728571800499
Manchester City,SCA90,30.0,31.2,25.2487623459052
Manchester Utd,SCA90,12.0,21.466666666666665,26.12269898572601
Newcastle Utd,SCA90,23.0,28.391304347826086,28.717652364221085
Nott'ham Forest,SCA90,18.5,24.318181818181817,23.550121551877922
Southampton,SCA90,11.0,14.03448275862069,12.807594729636813
Tottenham,SCA90,14.0,23.333333333333332,26.173974155197048
West Ham,SCA90,14.0,21.4,22.181073012818832
Wolves,SCA90,18.0,21.304347826086957,16.97976009737555
Arsenal,GCA,0.24,0.2922727272727273,0.299474648234312
Aston Villa,GCA,0.15500000000000003,0.2125,0.1978331695216021
Bournemouth,GCA,0.21,0.22826086956521738,0.2068739663289319
Brentford,GCA,0.2,0.27904761904761904,0.2717150117660922
Brighton,GCA,0.3,0.31607142857142856,0.27159800476158913
Chelsea,GCA,0.185,0.24115384615384616,0.24724606242489564
Crystal Palace,GCA,0.15,0.17285714285714285,0.16604646509766047
Everton,GCA,0.1,0.15181818181818182,0.1480552137560387
Fulham,GCA,0.16999999999999998,0.2168181818181818,0.20647578812599576
Ipswich Town,GCA,0.11,0.14133333333333334,0.1605106792737466
Leicester City,GCA,0.065,0.11923076923076924,0.14485642759430667
Liverpool,GCA,0.32,0.32857142857142857,0.2381866015183414
Manchester City,GCA,0.26,0.2756,0.2381015189647755
Manchester Utd,GCA,0.015,0.117,0.20710067516831618
Newcastle Utd,GCA,0.23,0.2217391304347826,0.21126571321685794
Nott'ham Forest,GCA,0.125,0.19545454545454544,0.214935810411859
Southampton,GCA,0.06,0.10758620689655173,0.1402715522634017
Tottenham,GCA,0.19,0.24962962962962965,0.24832487222435487
West Ham,GCA,0.1,0.1344,0.1664351725647757
Wolves,GCA,0.18,0.2526086956521739,0.2399662360966708
Arsenal,GCA90,2.5,3.590909090909091,3.762712938560243
Aston Villa,GCA90,1.5,2.6785714285714284,3.1862385978009247
Bournemouth,GCA90,2.0,2.608695652173913,2.903589165072375
Brentford,GCA90,2.0,3.4761904761904763,3.9701265423037544
Brighton,GCA90,2.0,2.5714285714285716,1.970684623068309
Chelsea,GCA90,1.0,2.8076923076923075,3.7204218123135524
Crystal Palace,GCA90,2.0,2.3333333333333335,2.614064523559687
Everton,GCA90,1.0,1.5454545454545454,1.471224715841249
Fulham,GCA90,2.0,3.1818181818181817,3.7114541321282384
Ipswich Town,GCA90,1.0,1.4666666666666666,1.6553639735893346
Leicester City,GCA90,0.5,1.2307692307692308,1.6566880770426835
Liverpool,GCA90,3.0,5.0,4.919349550499537
Manchester City,GCA90,2.0,3.52,3.4655446902326914
Manchester Utd,GCA90,0.0,1.4,2.2833731853221617
Newcastle Utd,GCA90,2.0,3.9565217391304346,4.704719688969647
Nott'ham Forest,GCA90,2.0,2.5,3.3345235970146647
Southampton,GCA90,0.0,0.7931034482758621,1.2065094382683221
Tottenham,GCA90,2.0,2.8518518518518516,3.3821215884037104
West Ham,GCA90,0.0,1.4,2.362907813126304
Wolves,GCA90,2.0,3.217391304347826,3.118223878765405
Arsenal,Tkl,19.5,24.636363636363637,20.726209435778593
Aston Villa,Tkl,10.0,21.285714285714285,20.62155855527601
Bournemouth,Tkl,21.0,27.956521739130434,23.43361660844904
Brentford,Tkl,25.0,27.523809523809526,22.234250712850763
Brighton,Tkl,16.5,23.0,19.43841176258626
Chelsea,Tkl,12.5,21.153846153846153,23.761636825256474
Crystal Palace,Tkl,21.0,33.142857142857146,29.935406652133047
Everton,Tkl,26.0,30.363636363636363,28.698009644847453
Fulham,Tkl,21.5,26.863636363636363,24.04023503281323
Ipswich Town,Tkl,11.5,18.3,16.617709705674514
Leicester City,Tkl,20.5,24.96153846153846,22.827143087527652
Liverpool,Tkl,26.0,28.476190476190474,23.93244460480176
Manchester City,Tkl,15.0,18.44,17.05891751157343
Manchester Utd,Tkl,13.0,25.1,27.822528703341757
Newcastle Utd,Tkl,22.0,24.434782608695652,22.0223565887786
Nott'ham Forest,Tkl,20.5,29.227272727272727,25.545350556704737
Southampton,Tkl,13.0,20.413793103448278,19.72945086734787
Tottenham,Tkl,14.0,22.85185185185185,20.776657952363646
West Ham,Tkl,17.0,23.6,20.816659994661325
Wolves,Tkl,21.0,32.08695652173913,28.195604176212647
Arsenal,TklW,12.0,14.681818181818182,12.63549936313734
Aston Villa,TklW,6.0,12.214285714285714,12.57674851361047
Bournemouth,TklW,10.0,16.130434782608695,14.50800515021742
Brentford,TklW,17.0,16.523809523809526,12.890380318745635
Brighton,TklW,10.0,14.035714285714286,11.920981014991524
Chelsea,TklW,9.0,13.423076923076923,14.683795359301563
Crystal Palace,TklW,14.0,19.61904761904762,18.89305742985023
Everton,TklW,14.5,17.818181818181817,17.275461164367176
Fulham,TklW,12.0,16.227272727272727,15.086833800123673
Ipswich Town,TklW,8.0,10.433333333333334,9.507468328792292
Leicester City,TklW,11.0,14.576923076923077,13.848243432069141
Liverpool,TklW,16.0,17.61904761904762,14.667911202608877
Manchester City,TklW,7.0,11.2,10.889597482613091
Manchester Utd,TklW,8.5,15.133333333333333,17.010611968422236
Newcastle Utd,TklW,15.0,14.956521739130435,13.692991773729181
Nott'ham Forest,TklW,13.0,17.727272727272727,15.694044421468622
Southampton,TklW,7.0,11.827586206896552,11.313926202179966
Tottenham,TklW,9.0,14.481481481481481,14.00101746404489
West Ham,TklW,11.0,14.0,12.328828005937952
Wolves,TklW,13.0,18.91304347826087,17.580756637658382
Arsenal,Att,21.0,21.363636363636363,14.85660172174696
Aston Villa,Att,10.5,18.321428571428573,18.965960876203237
Bournemouth,Att,25.0,25.608695652173914,21.31098549496945
Brentford,Att,26.0,25.476190476190474,20.60247326807888
Brighton,Att,18.0,22.928571428571427,18.674459824462115
Chelsea,Att,12.0,19.846153846153847,22.543632906330437
Crystal Palace,Att,23.0,28.333333333333332,22.050699157471932
Everton,Att,23.5,26.90909090909091,22.913728658578485
Fulham,Att,16.5,22.363636363636363,21.524173463574467
Ipswich Town,Att,10.5,18.433333333333334,16.94348279414248
Leicester City,Att,17.5,23.923076923076923,22.22057258834358
Liverpool,Att,20.0,28.952380952380953,28.308083987575337
Manchester City,Att,13.0,16.88,15.738276059763768
Manchester Utd,Att,10.0,22.033333333333335,24.512464574991842
Newcastle Utd,Att,27.0,24.0,22.207697273283834
Nott'ham Forest,Att,18.5,28.045454545454547,26.79814718671223
Southampton,Att,13.0,18.24137931034483,14.495455377496262
Tottenham,Att,14.0,20.666666666666668,17.761236963160492
West Ham,Att,21.0,19.68,15.691611347043576
Wolves,Att,19.0,26.82608695652174,23.596325164415372
Arsenal,Lost_x,11.0,10.636363636363637,7.575307345928704
Aston Villa,Lost_x,6.0,8.107142857142858,8.161968198156917
Bournemouth,Lost_x,13.0,13.565217391304348,10.710343712999732
Brentford,Lost_x,11.0,11.857142857142858,10.518011762142665
Brighton,Lost_x,9.0,11.714285714285714,9.184758481298697
Chelsea,Lost_x,6.5,10.038461538461538,11.998269105936137
Crystal Palace,Lost_x,15.0,14.142857142857142,9.90598664589103
Everton,Lost_x,8.5,12.954545454545455,11.610657143648645
Fulham,Lost_x,8.5,11.045454545454545,11.627050859453211
Ipswich Town,Lost_x,6.0,9.633333333333333,9.535716284447187
Leicester City,Lost_x,9.5,12.307692307692308,12.128542305715822
Liverpool,Lost_x,9.0,13.761904761904763,14.320980280360565
Manchester City,Lost_x,6.0,8.84,8.547319267856247
Manchester Utd,Lost_x,5.0,9.933333333333334,12.224715872400452
Newcastle Utd,Lost_x,9.0,11.608695652173912,10.760783726251637
Nott'ham Forest,Lost_x,8.5,14.090909090909092,14.121611573043404
Southampton,Lost_x,10.0,9.379310344827585,7.017395696733368
Tottenham,Lost_x,9.0,10.25925925925926,8.600503529948755
West Ham,Lost_x,8.0,9.24,7.742092740338364
Wolves,Lost_x,8.0,12.217391304347826,13.300569098347669
Arsenal,Blocks,10.0,13.681818181818182,11.16707048439577
Aston Villa,Blocks,10.0,11.071428571428571,9.005876975942993
Bournemouth,Blocks,16.0,18.82608695652174,16.694180188733828
Brentford,Blocks,17.0,21.19047619047619,19.307042879786245
Brighton,Blocks,12.0,14.428571428571429,12.257812539518143
Chelsea,Blocks,9.0,13.192307692307692,13.80440286508397
Crystal Palace,Blocks,19.0,21.047619047619047,18.017980437541247
Everton,Blocks,13.0,16.09090909090909,14.595854241494777
Fulham,Blocks,12.0,13.454545454545455,11.337788785537263
Ipswich Town,Blocks,8.0,13.233333333333333,14.03611925277642
Leicester City,Blocks,15.0,17.115384615384617,14.425884854876454
Liverpool,Blocks,9.0,15.952380952380953,14.796878692738515
Manchester City,Blocks,11.0,12.44,9.600694419328912
Manchester Utd,Blocks,8.0,11.6,11.18064830641426
Newcastle Utd,Blocks,17.0,17.130434782608695,14.194443047852747
Nott'ham Forest,Blocks,11.0,18.40909090909091,17.922210458133442
Southampton,Blocks,8.0,13.379310344827585,14.915030274150226
Tottenham,Blocks,15.0,15.148148148148149,12.249658405609972
West Ham,Blocks,14.0,16.64,13.409822270758598
Wolves,Blocks,16.0,18.043478260869566,12.607639317888202
Arsenal,Sh,1.5,4.409090909090909,6.835893301495952
Aston Villa,Sh,2.5,3.607142857142857,4.314826168888484
Bournemouth,Sh,3.0,5.739130434782608,7.2627154407372
Brentford,Sh,4.0,8.714285714285714,12.94273099906993
Brighton,Sh,2.0,4.0,5.4501104304136545
Chelsea,Sh,1.5,4.0,5.71314274283428
Crystal Palace,Sh,3.0,6.142857142857143,6.908586789537454
Everton,Sh,3.0,5.818181818181818,9.414458807177109
Fulham,Sh,2.0,3.409090909090909,4.17086368706817
Ipswich Town,Sh,2.0,5.733333333333333,9.64520010458421
Leicester City,Sh,4.0,6.769230769230769,8.199061860031023
Liverpool,Sh,2.0,4.190476190476191,4.718252299517774
Manchester City,Sh,1.0,3.28,4.817675788178362
Manchester Utd,Sh,1.0,3.2666666666666666,4.784553691096852
Newcastle Utd,Sh,3.0,5.6521739130434785,7.189693985472754
Nott'ham Forest,Sh,3.5,6.863636363636363,10.044166535122832
Southampton,Sh,2.0,5.896551724137931,9.135272408113693
Tottenham,Sh,5.0,5.2592592592592595,5.230035980112981
West Ham,Sh,4.0,6.28,8.228608630868283
Wolves,Sh,4.0,5.869565217391305,6.047571622531168
Arsenal,Pass,7.5,9.272727272727273,7.88719165532271
Aston Villa,Pass,6.0,7.464285714285714,6.2862704179183835
Bournemouth,Pass,8.0,13.08695652173913,12.641608943478749
Brentford,Pass,13.0,12.476190476190476,10.385658609924782
Brighton,Pass,9.5,10.428571428571429,9.953330250161656
Chelsea,Pass,6.5,9.192307692307692,10.00007692278107
Crystal Palace,Pass,13.0,14.904761904761905,12.891488517253396
Everton,Pass,7.5,10.272727272727273,8.800334507613188
Fulham,Pass,10.0,10.045454545454545,8.638106454361576
Ipswich Town,Pass,5.5,7.5,7.564663768538194
Leicester City,Pass,7.5,10.346153846153847,8.849597991738642
Liverpool,Pass,9.0,11.761904761904763,12.879847677301008
Manchester City,Pass,9.0,9.16,7.098591409568521
Manchester Utd,Pass,6.0,8.333333333333334,8.667550794867555
Newcastle Utd,Pass,9.0,11.478260869565217,10.290638133837037
Nott'ham Forest,Pass,8.5,11.545454545454545,10.486850145492971
Southampton,Pass,5.0,7.482758620689655,8.00277045624635
Tottenham,Pass,9.0,9.88888888888889,9.328753455078605
West Ham,Pass,9.0,10.36,8.040936927166303
Wolves,Pass,10.0,12.173913043478262,10.443145528888765
Arsenal,Int,6.0,9.636363636363637,8.866982385421583
Aston Villa,Int,5.0,8.178571428571429,8.304633117539343
Bournemouth,Int,10.0,14.391304347826088,15.622650020911603
Brentford,Int,8.0,12.761904761904763,12.3000193573212
Brighton,Int,8.5,10.428571428571429,9.871127262838495
Chelsea,Int,7.5,10.423076923076923,11.5348968852715
Crystal Palace,Int,11.0,14.238095238095237,14.48414568383224
Everton,Int,9.5,13.727272727272727,13.169885627669187
Fulham,Int,6.5,11.136363636363637,13.56218641786421
Ipswich Town,Int,5.0,9.433333333333334,9.518342848138673
Leicester City,Int,7.5,11.307692307692308,12.128542305715824
Liverpool,Int,7.0,13.095238095238095,15.952757635922266
Manchester City,Int,5.0,8.2,8.582928793055823
Manchester Utd,Int,5.0,11.466666666666667,12.721779677424049
Newcastle Utd,Int,6.0,11.043478260869565,11.845514152353068
Nott'ham Forest,Int,11.0,13.5,11.342083456881152
Southampton,Int,5.0,9.620689655172415,12.263225493620721
Tottenham,Int,10.0,10.777777777777779,10.82494744465243
West Ham,Int,8.0,12.24,14.774076395272001
Wolves,Int,9.0,12.08695652173913,9.82997754310882
Arsenal,Touches,771.5,1008.9545454545455,673.6841479275218
Aston Villa,Touches,655.0,729.0714285714286,569.1939022975373
Bournemouth,Touches,783.0,852.4782608695652,626.5489801331806
Brentford,Touches,804.0,937.047619047619,669.6892171888746
Brighton,Touches,644.5,779.5357142857143,624.3702298015448
Chelsea,Touches,721.5,897.6153846153846,768.3955271563248
Crystal Palace,Touches,871.0,888.3333333333334,626.8676362146425
Everton,Touches,746.5,795.2727272727273,527.8736484657941
Fulham,Touches,911.0,894.2272727272727,688.0476126809955
Ipswich Town,Touches,438.5,577.5666666666667,469.3950386389385
Leicester City,Touches,724.0,749.6538461538462,544.4382016212818
Liverpool,Touches,860.0,1139.4285714285713,817.5648947593439
Manchester City,Touches,892.0,1033.8,699.0405925266429
Manchester Utd,Touches,517.0,756.2666666666667,662.1173421023221
Newcastle Utd,Touches,773.0,923.6521739130435,736.155221323209
Nott'ham Forest,Touches,849.0,808.0454545454545,557.3830415238294
Southampton,Touches,457.0,726.7931034482758,636.273378987273
Tottenham,Touches,892.0,847.925925925926,515.9538534766253
West Ham,Touches,668.0,830.56,599.2430697694106
Wolves,Touches,756.0,875.8260869565217,572.2617529015828
Arsenal,Def pen,25.0,75.81818181818181,170.01334299559193
Aston Villa,Def pen,30.0,87.0,191.6049175894096
Bournemouth,Def pen,44.0,90.26086956521739,153.4657845761495
Brentford,Def pen,52.0,145.57142857142858,290.90867491853373
Brighton,Def pen,23.5,85.53571428571429,197.27635854357118
Chelsea,Def pen,25.5,85.5,179.36471224853568
Crystal Palace,Def pen,30.0,110.66666666666667,217.51973090580387
Everton,Def pen,31.0,101.04545454545455,218.04182151765272
Fulham,Def pen,21.5,96.13636363636364,234.0906001763187
Ipswich Town,Def pen,28.0,93.36666666666666,134.12410190806006
Leicester City,Def pen,34.0,100.76923076923077,167.91838676983713
Liverpool,Def pen,32.0,102.33333333333333,159.90288719511392
